商品名称	商品毛重.kg.	奶源产地	国产或进口	适用年龄.岁.	包装单位	配方	分类	段位	团购价.元.	评价量
美赞臣	1	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	924	431
惠氏	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1500	582
飞鹤	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	378	448
澳优	1	中国大陆	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	185	33
美赞臣	1.2	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	536	596
贝因美	1	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	95	187
美赞臣	1	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	247.5	9
伊利	0.5	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	153.75	91
羊羊	0.57	中国大陆	国产	1-3岁	盒装	常规配方奶粉	羊奶粉	3段	133	1559
御宝	0.9	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	339	31
喜安智	1.5	澳洲/新西兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	476	22
美赞臣	0.9	其它　	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	3段	225	592
伊利	1.2	澳洲/新西兰	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	218	479
完达山	0.5	中国大陆	国产	1-3岁	盒装	常规配方奶粉	羊奶粉	3段	69	84
明一	1.2	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	148	31
伊利	0.5	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	279	736
百立乐	1	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	338	14
美赞臣	1.2	荷兰	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	162.5	84
君乐宝	0.2	中国大陆	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	45	74
雅士利	0.7	中国大陆	国产	0.5-1岁	袋装	常规配方奶粉	牛奶粉	2段	49	127
美赞臣	0.9	其它　	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	188	339
贝因美	1	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	139	189
雀巢	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	648	462
牛奶客 	1.5	荷兰	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	288	270
高原之宝	0.454	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	218	810
惠氏	1.2	其它　	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	684	895
美赞臣	1.2	其它　	进口	0.5-1岁	盒装	常规配方奶粉	牛奶粉	3段	160	142
雀巢	0.4	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	174	291
明一	1.12	澳洲/新西兰	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	119	109
味全	0.9	荷兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	249	38
施恩	0.45	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	70	382
多美滋	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	110	296
圣元	1.1	澳洲/新西兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	346	449
味全	0.9	荷兰	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	129	56
伊利	0.9	澳洲/新西兰	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	216	184
雀巢	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	1288	453
人之初	0.9	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	278	58
美赞臣	0.9	其它　	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	1116	678
完达山	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	178	92
伊利	0.5	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	146	75
伊利	0.9	澳洲/新西兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	279	1126
惠氏	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	169	68
贝因美	1.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	47	182
贝因美	2.43	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	216	37
惠氏	1	爱尔兰	进口	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	528	128
爱达力	0.8	法国	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	368	252
合生元	1.19	法国	进口	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	223	60
Holle	0.7	德国	进口	1-3岁	盒装	有机奶粉	牛奶粉	3段	338	81
惠氏	0.9	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1770	1286
雅培	1	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	752	558
美赞臣	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	900	429
贝因美	1	中国大陆	国产	1-3岁	袋装	常规配方奶粉	牛奶粉	3段	420	692
雅培	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	167	210
君乐宝	1.05	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	176	112
完达山	1.03	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	201	2725
飞鹤	0.9	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	250.2	23
雅培	1.08	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	119	30
伊利	1.5	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	139.5	31
辉山	0.468	中国大陆	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	49	1665
三元	0.4	中国大陆	国产	1-3岁	箱装	常规配方奶粉	牛奶粉	3段	470	155
三元	1	中国大陆	国产	1-3岁	箱装	常规配方奶粉	牛奶粉	3段	250	82
羊羊	0.8	中国大陆	国产	3-6岁	桶装	常规配方奶粉	羊奶粉	4段	298	27
喜安智	1	澳洲/新西兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	288	138
贝因美	1	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	396	635
多美滋	0.8	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	1104	385
美赞臣	1.06	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	209	30
御宝	1	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	2段	328	44
伴宝乐	0.9	法国	进口	0-0.5岁	桶装	有机奶粉	牛奶粉	1段	618	278
飞鹤	0.7	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1848	32
雅培	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	820	548
爱能特	1	中国大陆	国产	0.5-1岁	桶装	特殊配方奶粉	羊奶粉	2段	388	32
贝因美	0.555	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	504	22
三元	0.4	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	390	308
贝因美	1.2	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	335	46
完达山	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	178	190
惠氏	1	爱尔兰	进口	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	259	15
惠氏	1.2	其它　	进口	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	197	270
美素	1.08	荷兰	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	409	62
百立乐	1	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	338	14
伊利	0.5	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	540	1199
贝因美	1.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	47	182
君乐宝	0.2	中国大陆	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	45	74
美赞臣	1.35	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	247.5	369
伊利	1.3	其它　	国产	6岁以上	桶装	常规配方奶粉	牛奶粉	4段	119	34
明一	3.36	澳洲/新西兰	国产	1-3岁	袋装	常规配方奶粉	牛奶粉	3段	159	70
惠氏	0.8	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	211	361
百立乐	1	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	338	126
贝因美	1	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	714	514
雀巢	0.4	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	144	293
牛奶客 	1.5	荷兰	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	288	270
圣元	1.1	澳洲/新西兰	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	233	290
雅睿	1.07	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	1段	358	98
美赞臣	0.9	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	249	111
辉山	0.47	中国大陆	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	112	7693
贝因美	0.4	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	270	491
欢恩宝	0.5	荷兰	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	438	15
爱瑞嘉	1.2	澳洲/新西兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	378	58
明一	1.12	澳洲/新西兰	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	259	31
惠氏	1.2	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	1072	1009
伊利	0.5	其它　	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	270	930
贝因美	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	115	783
纽贝滋	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	620	38
贝因美	0.4	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	100	491
雅培	1.08	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	119	30
莱那珂	1	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	358	27
多美滋	0.8	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	1104	385
御宝	0.54	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	2034	310
贝拉米	0.9	澳洲/新西兰	进口	1-3岁	桶装	有机奶粉	牛奶粉	3段	1854	419
蒙牛	0.2	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	3段	15	97
贝因美	0.555	中国大陆	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	50	43
惠氏	2	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	308	73
味全	1.6	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	252	17
御宝	4	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	654	250
纽贝滋	5.4	中国大陆	国产	1-3岁	箱装	常规配方奶粉	牛奶粉	3段	1367	21
施恩	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	180	245
安满	1	澳洲/新西兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	153	39
惠氏	1.2	其它　	进口	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	1176	1421
蒙牛	0.45	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	169	153
雅培	1.2	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	166	82
完达山	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	220	86
雅培	0.9	爱尔兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	504	235
辉山	1.13	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	408	133
雅培	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	167	210
多美滋	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	382	169
贝因美	1.1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	536	27
伊利	1.3	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	111.8	32
爱达力	0.8	法国	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	368	252
贝因美	1	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	135	353
贝因美	0.5	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	54	265
美素	3.03	荷兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1134	520
御宝	0.18	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	30	47
贝因美	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	460	783
美羚	1.2	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	287	20
魔妈	5.8	其它　	国产	1-3岁	箱装	常规配方奶粉	羊奶粉	3段	2208	9
惠氏	2	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1660	979
雀巢	0.8	德国	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1458	1375
惠氏	1	爱尔兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	295	64
飞鹤	0.9	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	228	70
纽贝滋	0.4	中国大陆	国产	0.5-1岁	袋装	常规配方奶粉	牛奶粉	2段	292	23
乐博维	1	德国	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	329.8	47
伊利	0.9	其它　	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	28	161
惠氏	0.8	爱尔兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	125	18
美赞臣	1.2	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	231	249
澳优	0.8	荷兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	368	196
雅培	1.22	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	310	24
贝因美	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	714	860
惠氏	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	556	692
三元	0.4	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	130	308
雅士利	1.2	其它　	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	134	319
多美滋	0.4	其它　	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	450	89
雅培	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1488	140
圣元	1.1	澳洲/新西兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	346	449
伊利	1.2	澳洲/新西兰	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	210	759
康宝瑞	1.1	澳洲/新西兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	318	45
伴宝乐	0.9	法国	进口	0-0.5岁	桶装	有机奶粉	牛奶粉	1段	1229	278
御宝	1.1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	339	15
君乐宝	1.9	中国大陆	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	129	6
羊羊	0.8	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	368	14
御宝	0.9	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	339	5
迈高	0.8	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	696	45
伊利	1.25	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	840	1440
智冠	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	268	89
康维多	1.1	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	260	45
伊利	0.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	139.5	44
伊利	0.9	澳洲/新西兰	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	231	246
飞鹤	0.4	中国大陆	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	106.2	27
完达山	1	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	2段	220	19
完达山	1.03	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	247	1950
美赞臣	1.06	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	209	30
伊利	0.9	澳洲/新西兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	837	1126
海普诺凯 	0.9	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	458	2
伊利	0.5	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	45	1199
阳光宝宝	0.4	中国大陆	国产	1-3岁	袋装	常规配方奶粉	牛奶粉	3段	62	88
雅培	0.9	澳洲/新西兰	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	352	220
美素	0.9	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	370	632
伊利	1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	99	17
美赞臣	0.6	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	870	1217
美素	0.9	荷兰	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	218	55
雀巢	0.9	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	149	77
圣元	1.1	澳洲/新西兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	138	611
明一	1.2	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	250	17
爱达力	0.8	法国	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	298	125
德露滋	0.45	德国	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1368	797
欢恩宝	0.25	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	19.9	671
雅姆	0.6	其它　	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	268	379
关山	1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	308	85
羊羊	1.04	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	316	1559
君乐宝	0.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	704	484
乐博维	1.1	德国	进口	0.5-1岁	桶装	有机奶粉	牛奶粉	2段	388	86
伊利	1.5	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	150	182
明一	1.12	澳洲/新西兰	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	2段	149	79
雅士利	0.7	其它　	国产	1-3岁	袋装	常规配方奶粉	牛奶粉	3段	154.5	279
惠氏	1.8	其它　	进口	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	187	8
君乐宝	1.1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	79	99
贝因美	0.555	中国大陆	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	66	36
味全	1.8	荷兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	197.6	27
御宝	1.8	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	2段	2034	127
贝因美	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	119	860
惠氏	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1500	582
惠氏	0.9	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	136	137
爱睿惠	0.95	澳洲/新西兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	99	11
美赞臣	1	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	870	68
三元	1	中国大陆	国产	0.5-1岁	箱装	常规配方奶粉	牛奶粉	2段	1030	72
惠氏	0.9	其它　	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	1710	628
纽贝兰朵	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	328	62
雅培	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1160	937
澳优	0.8	荷兰	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	268	180
美赞臣	0.85	其它　	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	233	93
美赞臣	1	荷兰	进口	1-3岁	桶装	有机奶粉	牛奶粉	1段	405	8
伊利	1.2	澳洲/新西兰	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	231	9
伊利	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	238	583
雅培	0.9	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	500	279
美赞臣	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	155	292
关山	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	318	48
雅培	1.2	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1016	974
君乐宝	0.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	176	484
关山	1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	羊奶粉	1段	203	35
贝因美	1	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	238	514
贝因美	1	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	619.5	53
惠氏	0.4	爱尔兰	进口	0-0.5岁	桶装	特殊配方奶粉	牛奶粉	1段	972	630
君乐宝	0.9	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	176	927
致睿	1	法国	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	298	71
贝因美	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	184	44
人之初	0.4	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	76	56
伊利	0.45	其它　	国产	0-0.5岁	袋装	常规配方奶粉	牛奶粉	1段	384	246
贝因美	1	中国大陆	国产	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	145	74
雀巢	0.4	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	43.5	291
惠氏	0.8	爱尔兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	146	13
伊利	0.9	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	708	411
蒙牛	0.4	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	480	353
飞鹤	0.5	其它　	国产	3-6岁	盒装	常规配方奶粉	牛奶粉	4段	584	120
多美滋	0.9	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	904	332
雅培	1.2	其它　	国产	0.5-1岁	箱装	常规配方奶粉	牛奶粉	2段	1152	771
美赞臣	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	667	199
美素	0.9	其它　	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	696	1608
完达山	0.9	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	178	92
纽瑞滋	1.1	澳洲/新西兰	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	278	389
亨氏	0.9	英国	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	201	276
御宝	0.5	中国大陆	国产	3-6岁	盒装	常规配方奶粉	羊奶粉	4段	109	335
飞鹤	0.5	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	372	168
伊利	0.98	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	126	183
爱能特	1	澳洲/新西兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	258	27
完达山	0.5	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	720	96
完达山	0.4	其它　	国产	0.5-1岁	袋装	常规配方奶粉	牛奶粉	2段	179	166
飞鹤	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	298	209
羊羊	0.8	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	1段	368	25
人之初	0.4	中国大陆	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	76	40
高原之宝	0.454	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	218	810
雅培	1.15	其它　	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	145	61
美羚	0.8	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	188	4
贝因美	0.4	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	3段	294	299
贝因美	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	600	15
佳贝艾特	0.19	荷兰	进口	1-3岁	盒装	常规配方奶粉	羊奶粉	3段	68	1002
爱睿惠	1.09	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	88	103
飞鹤	1.2	其它　	国产	0-0.5岁	盒装	常规配方奶粉	牛奶粉	1段	92	202
德露滋	0.45	德国	进口	0-0.5岁	桶装	常规配方奶粉	牛奶粉	1段	228	197
贝因美	0.2	其它　	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	252	184
伊利	0.9	澳洲/新西兰	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	139.5	529
贝因美	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	184.5	25
飞鹤	0.5	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	2544	482
雀巢	0.9	德国	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	792	77
美赞臣	1	荷兰	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	247.5	9
雀巢	0.8	德国	进口	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	1662	129
惠氏	0.4	其它　	进口	0-0.5岁	袋装	常规配方奶粉	牛奶粉	1段	656	78
飞鹤	1	中国大陆	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	309	516
益生元	0.12	中国大陆	国产	0.5-1岁	桶装	常规配方奶粉	羊奶粉	2段	25.8	252
雀巢	1	其它　	国产	3-6岁	桶装	常规配方奶粉	牛奶粉	4段	690	460
雅士利	0.8	澳洲/新西兰	国产	0.5-1岁	盒装	常规配方奶粉	牛奶粉	2段	141	43
御宝	1	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	328	78
尤爱倍特	0.5	中国大陆	国产	1-3岁	桶装	常规配方奶粉	羊奶粉	3段	90	291
雀巢	1.2	其它　	国产	1-3岁	盒装	常规配方奶粉	牛奶粉	3段	1288	453
合生元	1	其它　	进口	1-3岁	桶装	常规配方奶粉	牛奶粉	3段	1231	269
雅培	1.1	其它　	国产	0.5-1岁	桶装	常规配方奶粉	牛奶粉	2段	744	80
